NUMERO_REGISTRO_record_number,DENOMINACION_FOSA_grave_name,TIPO_FOSA_grave_type,FECHA_FOSA_grave_date,MUNICIPIO_municipality,PROVINCIA_province,COMAUTONOM_autonomous_community,TIPO_INTERVENCION_intervention_type,FECHA_INTERVENCION_intervention_date,ESTADO_ACTUAL_current_grave_status,NUMERO_PERSONAS_FOSA_number_people_grave,NUMERO_PERSONAS_EXHUMADAS_number_people_exhumed,NUMERO_PERSONAS_IDENTIFICADAS_number_people_identified,ENTIDAD_PROMOTORA_sponsoring_institution,ENTIDAD_INFORMANTE_reporting_entity,OBSERVACIONES_observations,,
2468/2011 CADI,Fosa en el paraje El Calvario,,,Prado del Rey,Cádiz,Andalucía,,,DESAPARECIDA,,1,1,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"La fosa se encuentra en el margen izquierdo del camino conocido como El Calvario, que comienza al final del polígono industrial y da acceso a varias fincas, cerca de un olivo y de un poste eléctrico. La zona ha sufrido muchas alteraciones y se han realizado labores de siembra y utilizado maquinaria. La sepultura estaba delimitada y protegida por un montón de piedras que actualmente ha desaparecido. Parece ser que en ese lugar fue enterrado un vecino de Prado del Rey.",,
2469/2011 CADI,Fosa en la entrada de Finca Los Clavijos,,,Prado del Rey,Cádiz,Andalucía,,,NO INTERVENIDA,,1,1,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"La fosa estaría situada a unos 200 metros del kilómetro 2 de la carretera CA-7103 entre Prado del Rey y el cruce con la A-372, pasado el Pozo Marquito, en el margen izquierdo hacia el cruce, próxima a la entrada de la finca Los Clavijos, cerca de unos acebuches, actualmente es un tramo de carretera en desuso. Allí se habría enterrado a un vecino de Prado del Rey.",,
1423/2009 CADI,Fosas en el cementerio del Puerto de Santa María,OTRO,,"Puerto de Santa María, El",Cádiz,Andalucía,,,NO INTERVENIDA,,,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"""En el cementerio de El Puerto de Santa María habría varias fosas comunes. Se habla de una fosa que existia en el patio izquierdo, lugar que ahora está lleno de sepulturas pero que en tiempos de la Guerra Civil era un descampado interior del cementerio", se desconoce el origen y número de las personas inhumadas en esta fosa. Otra fosa común del cementerio estuvo situada en el lado derecho del segundo patio," como consecuencia de sucesivas ampliaciones del recinto, los restos fueron exhumados y llevados a una única sepultura identificada a tal efecto con una lápida de cemento con la inscripción Fosa Común. Entre los restos estaban los de aquellos presos del Penal que morían cumpliendo condena o eran ejecutados por aplicación de sentencias de muerte. También, en esta localidad, se tienen referencias de la posible existencia de otra fosa en las inmediaciones del puente de Paparratones, en la carretera de Sanlúcar al Puerto."""
1826/2010 CADI,Fosas en el cementerio de Puerto Real,,,Puerto Real,Cádiz,Andalucía,,,NO INTERVENIDA,,,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"""Según las informaciones, hay una fosa común en el interior del cementerio, en el tercer pasillo por la izquierda de la parte antigua, actualmente bajo una plancha de cemento y otras tumbas"," y otra fosa podría encontrarse en los muros exteriores, en la parte izquierda, donde fueron fusiladas muchas víctimas que eran dejadas a la vista para servir de escarmiento. En el cementerio de Puerto Real se produjo,en 1936, el fusilamento de, al menos, 124 personas, según consta en registros de los Consejos de Guerra de aquel año.""",
1914/2010 CADI,Fosa en el cementerio de Puerto Serrano,,,Puerto Serrano,Cádiz,Andalucía,,,NO INTERVENIDA,1,2,1,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"Según la información proporcionada, existe una fosa común en el cementerio de Puerto Serrano donde estarían enterradas dos víctimas, pero sólo se conoce la identidad de una de ellas.",,
1837/2010 CADI,Fosas en los antiguos cementerios de Rota,,,Rota,Cádiz,Andalucía,,,DESAPARECIDA,,,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"""Las investigaciones realizadas hacen referencia a la localización de fos fosas en Rota. Una estaría situada bajo la barriada del Calvario, dentro del casco urbano del pueblo, donde en 1936 se ubicaba el cementerio más antiguo de Rota,"," esta barriada mantiene el mismo perímetro que el viejo cementerio y está prácticamente en ruinas. La otra fosa se encontraría en el Parque de El Mayeto que fue construido sobre el segundo cementerio de Rota, al fondo del parque al pie de la antigua tapia del recinto. En ambos casos, se desconoce el número y procedencia de las víctimas.""",
1828/2010 CADI,Fosa en el cementerio de San Fernando,,,San Fernando,Cádiz,Andalucía,,,NO INTERVENIDA,,,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,En el cementerio de la ciudad hay una fosa con un número de víctimas que puede oscilar entre 15 y 20 personas.,,
1835/2010 CADI,Fosas en el cementerio de San José del Valle,,,San José del Valle,Cádiz,Andalucía,,,NO INTERVENIDA,,,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"""En el antiguo cementerio de San José del Valle, hoy abandonado, en el lugar conocido como Camino de la Teja, se tiene referencia de dos fosas. Una, que estaba en la misma puerta de entrada, en la que parecer ser que se enterró a dos personas"," y otra fosa, en lo que era el tercer patio donde fueron enterradas muchas de las víctimas de la represión en el pueblo. De 1964 a 1966 se produjo un traslado de restos del antiguo al nuevo cementerio, aunque según los testimonios los restos de esta fosa no fueron reclamados. El lugar se encuentra en estado de ruina total.""",
1836/2010 CADI,Fosas en la antigua ermita de El Mimbral,,,San José del Valle,Cádiz,Andalucía,,,NO INTERVENIDA,,,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"""Se tiene referencia de dos fosas que se encontraban en El Mimbral, una aldea a pocos kilómetros de San José del Valle. Este lugar fue abandonado y cubierto por las aguas del pantano de Guadalcacín II. Una de las fosas estaba en el cementerio anexo a la ermita y la otra junto a un muro que hoy todavía existe"," aunque el acceso al lugar sólo es posible en épocas de sequia.""",
1927/2010 CADI,Fosas en el cementerio de San Roque,,,San Roque,Cádiz,Andalucía,,,NO INTERVENIDA,,,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"En el cementerio de San Roque se localizan varias zonas de enterramiento en fosas comunes con un número indeterminado de víctimas. 1) En el primer patio, siguiendo el camino hasta el fondo, hay un espacio sin edificar, de tierra y con un circulo hecho de ladrillos. 2) En el segundo patio, bajo unos bloques de nichos, cuando se construyeron aparecieron restos de huesos, y balas, pero se desconoce el destino de los huesos encontrados. 3) La gran fosa común del cementerio de San Roque estaría en lo que actualmente es el patio cuatro, que antes eran las tapias del recinto donde se fusilaba, pero con las obras de ampliación del recinto ha quedado dentro de éste. La fosa estaría ahora cubierta por los bloques centrales de nichos.",,
1928/2010 CADI,Fosas en la zona de La Torrecilla,,,San Roque,Cádiz,Andalucía,,,DESAPARECIDA,,,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"""En la zona de """"La Torrecilla"""" se localizarían otros lugares de enterramiento, algunos de ellos habrían quedado bajo las pistas de un club de tenis, con un número indeterminado de víctimas. También en esa zona, pasado el cementerio, por la carretera de servicio paralela a la autovía, se tiene referencias de una fosa al lado de una alcantarilla y de otra fosa, a unos cien metros de la anterior, en una zona de zarzales"," pero la localización de estas dos no es precisa.""",
1929/2010 CADI,Fosa en el cementerio de La Estación de San Roque,,,San Roque,Cádiz,Andalucía,,,NO INTERVENIDA,4,4,4,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"En La Estación de San Roque, pedanía de San Roque, se localizaría una fosa en el interior de su cementerio, con cuatro víctimas de Jimena de la frontera, según los testimonios recogidos. Se ubicaría en un rincón donde existe un ciprés.",,
1838/2010 CADI,Fosa en la antigua zona civil del cementerio de Sanlúcar,,,Sanlúcar de Barrameda,Cádiz,Andalucía,,,NO INTERVENIDA,,,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"Las investigaciones realizadas refieren la existencia de una fosa común dentro del cementerio de Sanlúcar de Barrameda, en un patio auxiliar al lado derecho del recinto, justo detrás de las dependencias utilizadas como velatorio. Este espacio era el antiguo cementerio civil, y allí fueron enterradas numerosas víctimas de la represión. Generalmente, los detenidos pasaban de la antigua cárcel al Castillo de Santiago, y de allí se realizaban sacas para proceder a fusilar a las víctimas en los caminos cercanos al pueblo y en las cuevas de las Anaferas. Sobre la superficie de la fosa se echó una capa de cemento para la construcción del patio.",,
1930/2010 CADI,Fosa común en el cementerio de Tarifa,,,Tarifa,Cádiz,Andalucía,,,NO INTERVENIDA,,90,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"En el interior del cementerio de Tarifa habría localizada una gran fosa común, en la esquina izquierda de la parte de arriba del camposanto, donde podrían estar inhumadas más de 90 víctimas. Esta fosa estaría al final de una hilera de nichos. En abril de 2007 se inauguró un monumento de homenaje a las víctimas.",,
1931/2010 CADI,Fosa en el cementerio de Facinas,,,Tarifa,Cádiz,Andalucía,,,EXHUMADA TOTAL,3,5,3,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"En el antiguo cementerio de Facinas, pedanía de Tarifa, se localizaría una fosa donde fueron enterradas 5 víctimas de Tarifa. La fosa habría estado en el lado izquierdo de la entrada, debajo de lo que ahora sería el segundo o tercer nicho. Los familiares de las víctimas, ayudados por el Ayuntamiento de Tarifa, llevaron a cabo la exhumación y depositaron los restos en un nicho del cementerio de Tarifa, aunque sólo se conoce la identida de tres de las víctimas.",,
2385/2011 CADI,Fosa 2 en el cementerio de Tarifa,FUSILAMIENTO,12/9/1936,Tarifa,Cádiz,Andalucía,,,NO INTERVENIDA,5,5,5,Familiares,Consejería de Gobernación y Justicia de la Junta de Andalucía,"La fosa está entrando en el cementerio a la derecha, pegada a la tapia de entrada, es decir, en la esquina derecha de abajo del cementerio, donde en la actualidad hay una lápida negra con cinco nombres de fusilados el doce de septiembre de 1936. Según testimonios orales, en los años 40 se mandó  a prisioneros de un campo de trabajo cercano, en Los Tornos, que sacaran los restos de la fosa y los quemaran, por lo que se desconoce si debajo de la lápida hay restos. Los familiares de las víctimas colocaron en el lugar una lápida en su memoria en 1995.",,
2386/2011 CADI,Fosa en el paraje El Vico,,,Tarifa,Cádiz,Andalucía,EXCAVACIÓN,1/1/1978,EXHUMADA TOTAL,3,3,3,Familiares y Corporación Municipal,Consejería de Gobernación y Justicia de la Junta de Andalucía,"En la zona conocida como Vico por la carretera Tarifa-Cádiz pasado el cruce de Bolonia, en la segunda entrada para Facina, que está a la derecha de la general, en ese desvío hay un ventorrillo llamado El Nene, al lado izquierdo de la carretera, por allí sale un camino de tierra y ya desde allí se ven los restos del antiguo cementerio, hay en la actualidad una torre de alta tensión que el Ayuntamiento quiere retirar. La torre está justo encima de donde estaba la fosa, la cual se exhumó en 1978. En 1978 se exhumaron los restos de las tres mujeres asesinadas y enterradas en este lugar. ",,
1947/2010 CADI,Fosa en el cementerio de Torre Alháquime,,,Torre Alháquime,Cádiz,Andalucía,,,NO INTERVENIDA,10,10,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"En esta localidad se tiene información de varios lugares de enterramiento, uno de los cuales sería el antiguo cementerio, ya trasladado y que actualmente es un parque público. En un estrecho pasillo con varios naranjos pequeños, entre la nueva construcción del paque y la antigua muralla. Los testimonios recogidos hacen referencia a una fosa común donde estarían enterradas, al menos, 10 personas.",,
1948/2010 CADI,Fosas en el paraje 'La Chopaleda',,,Torre Alháquime,Cádiz,Andalucía,,,NO INTERVENIDA,6,2,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"""En el término municipal de Torre Alháquime, en el paraje de """"La Chopaleda"""", en las inmediaciones de la estación depuradora, estarían localizadas dos fosas comunes pero aunque se manejan varias identidades de posibles víctimas, dos grupos de 3 víctimas, no se sabe a ciencia cierta quienes son las personas enterradas en una u otra fosa.""",,
2451/2011 CADI,Fosa en el paraje El Rodeo,,,Torre Alháquime,Cádiz,Andalucía,,,DESAPARECIDA,1,1,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"La fosa se localizaba en las proximidades de la entrada principal del pueblo, conocida como El Rodeo. Actualmente la zona está urbanizada con un carril de acceso y unos chalets. En la construcción de esas viviendas el movimiento de tierras fue considerable por lo que puede haber desaparecido. Segun los testimonios, en esa fosa se habría enterrado el cuerpo de una víctima.",,
2452/2011 CADI,Fosa en el paraje La Rabia,,,Torre Alháquime,Cádiz,Andalucía,,,NO INTERVENIDA,2,6,2,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"La fosa estaría ubicada en el paraje conocido como La Rabia, en el margen izquierdo de la carretera CA-9108, cerca de unos olivos conocidos como Alcantarilla Honda. Según los testimonios orales, se conocería la identidad de dos víctimas aunque se dice que en la fosa fueron enterradas seis personas.",,
1839/2010 CADI,Fosa en el cementerio de Trebujena,,,Trebujena,Cádiz,Andalucía,,,NO INTERVENIDA,,,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"""Según las investigaciones existe una gran fosa común en el cementerio de Trebujena, que fue utilizada durante varios meses y en la que fueron enterradas víctimas de la localidad y de otros pueblos cercanos tanto de Cádiz como de Sevilla. La fosa se encuentra al fondo del último patio del lado izquierdo en principio, parece ser que existieron dos fosas pero debido al gran número de víctimas quedaron unidas en una gran fosa común. Sobre la fosa se ha instalado un monolito en memoria de todas las víctimas de la represión oriundos de Trebujena, hay cinco placas donde constan los nombres de 99 víctimas, aunque no todas fueron enterradas en esta fosa.""","
",
1840/2010 CADI,Fosa en el acceso al rancho El Maño,,,Trebujena,Cádiz,Andalucía,,,DESAPARECIDA,1,,,,Consejería de Gobernación y Justicia de la Junta de Andalucía,"La fosa se encontraba junto al carril de acceso a una finca privada conocida como Rancho del Maño, a unos 5 km. de Trebujena en dirección a Jerez de la Frontera. Se conservan algunos restos de una choza de pastores y en sus inmediaciones se realizó el enterramiento de un hombre que había escapado herido de un fusilamiento en Trebujena y se refugió allí, fue delatado y fusilado pocos días después en aquel lugar, aunque el emplazamiento exacto no se puede determinar actualmente.",,
